window,isStart,isEnd,oosStart,oosEnd,tp,tph,sl,initialEquity,finalEquity,returnPct,trades,winPercentage
53,2018-06-25,2020-06-24,2020-06-25,2020-07-24,0.04499999999999999,0.07500000000000001,0.02,84184.89911000003,101042.64888500003,0.20024671827393714,6,66.66666666666667
54,2018-07-25,2020-07-24,2020-07-27,2020-08-24,0.04999999999999999,0.07500000000000001,0.01,101042.64888500003,114260.77866000001,0.13081733229345538,5,60.0
55,2018-08-27,2020-08-24,2020-08-25,2020-09-24,0.04999999999999999,0.07500000000000001,0.02,114260.77866000001,137587.95697499998,0.20415735468085217,4,75.0
56,2018-09-25,2020-09-24,2020-09-25,2020-10-23,0.04999999999999999,0.07500000000000001,0.015,137587.95697499998,139762.09841999997,0.01580182955543874,6,50.0
57,2018-10-25,2020-10-23,2020-10-26,2020-11-24,0.04999999999999999,0.07500000000000001,0.015,139762.09841999997,155312.96258499997,0.11126667630782139,6,50.0
58,2018-11-26,2020-11-24,2020-11-25,2020-12-23,0.04999999999999999,0.07500000000000001,0.02,155312.96258499997,163455.59445500004,0.05242725226842393,5,40.0
59,2018-12-27,2020-12-23,2020-12-28,2021-01-22,0.04999999999999999,0.08000000000000002,0.02,163455.59445500004,173386.23582500004,0.06075436820080182,5,80.0
60,2019-01-25,2021-01-22,2021-01-25,2021-02-24,0.04999999999999999,0.08000000000000002,0.02,173386.23582500004,169172.37984000004,-0.024303290079225603,6,33.333333333333336
61,2019-02-25,2021-02-24,2021-02-25,2021-03-24,0.04999999999999999,0.08000000000000002,0.02,169172.37984000004,186601.71452500008,0.10302707038515613,6,50.0
62,2019-03-25,2021-03-24,2021-03-25,2021-04-23,0.04999999999999999,0.08000000000000002,0.02,186601.71452500008,181821.62168000004,-0.02561655372335614,3,33.333333333333336
63,2019-04-25,2021-04-23,2021-04-26,2021-05-24,0.04999999999999999,0.08000000000000002,0.02,181821.62168000004,165416.6220700001,-0.09022579085160831,4,0.0
64,2019-05-27,2021-05-24,2021-05-25,2021-06-24,0.04999999999999999,0.08000000000000002,0.02,165416.6220700001,177667.01408500012,0.07405780544724205,4,50.0
65,2019-06-25,2021-06-24,2021-06-25,2021-07-23,0.04999999999999999,0.08000000000000002,0.02,177667.01408500012,177913.18926500005,0.0013855986788979813,4,25.0
66,2019-07-25,2021-07-23,2021-07-26,2021-08-24,0.04999999999999999,0.08000000000000002,0.02,177913.18926500005,173858.18388,-0.022792044826761892,5,40.0
67,2019-08-26,2021-08-24,2021-08-25,2021-09-24,0.04999999999999999,0.08000000000000002,0.005,173858.18388,176165.07679499994,0.013268819813464727,4,25.0
68,2019-09-25,2021-09-24,2021-09-27,2021-10-22,0.04999999999999999,0.08000000000000002,0.005,176165.07679499994,177047.1348049999,0.005006996994224799,5,60.0
69,2019-10-25,2021-10-22,2021-10-25,2021-11-24,0.04999999999999999,0.08000000000000002,0.005,177047.1348049999,209138.04121499986,0.18125628774136882,6,66.66666666666667
70,2019-11-25,2021-11-24,2021-11-25,2021-12-23,0.04999999999999999,0.08000000000000002,0.005,209138.04121499986,246242.4029999999,0.177415651258088,5,60.0
71,2019-12-27,2021-12-23,2021-12-27,2022-01-24,0.04999999999999999,0.08000000000000002,0.005,246242.4029999999,195168.7718999999,-0.2074120073462734,4,25.0
72,2020-01-27,2022-01-24,2022-01-25,2022-02-24,0.04999999999999999,0.08000000000000002,0.005,195168.7718999999,225237.27432000003,0.1540641062977357,5,80.0
73,2020-02-25,2022-02-24,2022-02-25,2022-03-24,0.04999999999999999,0.08000000000000002,0.005,225237.27432000003,284168.381315,0.2616401178397991,6,66.66666666666667
74,2020-03-25,2022-03-24,2022-03-25,2022-04-22,0.04999999999999999,0.08000000000000002,0.005,284168.381315,314055.314215,0.10517332280845992,4,50.0
75,2020-04-27,2022-04-22,2022-04-25,2022-05-24,0.04999999999999999,0.08000000000000002,0.005,314055.314215,277357.7755850001,-0.11685055774880804,5,20.0
76,2020-05-25,2022-05-24,2022-05-25,2022-06-24,0.04999999999999999,0.08000000000000002,0.005,277357.7755850001,245055.4114900001,-0.11646460614586418,4,0.0
77,2020-06-25,2022-06-24,2022-06-27,2022-07-22,0.04999999999999999,0.07500000000000001,0.005,245055.4114900001,220700.40904500007,-0.09938569524710894,4,25.0
78,2020-07-27,2022-07-22,2022-07-25,2022-08-24,0.04999999999999999,0.065,0.005,220700.40904500007,256576.542335,0.16255580787204127,4,75.0
79,2020-08-25,2022-08-24,2022-08-25,2022-09-23,0.04999999999999999,0.065,0.005,256576.542335,228871.16306499994,-0.10798095187449541,4,0.0
80,2020-09-25,2022-09-23,2022-09-26,2022-10-24,0.03,0.07,0.005,228871.16306499994,283542.1903399999,0.23887250164177853,5,60.0
81,2020-10-26,2022-10-24,2022-10-25,2022-11-24,0.03,0.07,0.005,283542.1903399999,358183.44524499984,0.2632456736526456,5,80.0
82,2020-11-25,2022-11-24,2022-11-25,2022-12-23,0.03,0.06,0.005,358183.44524499984,257992.32412999976,-0.2797201334820728,5,20.0
83,2020-12-28,2022-12-23,2022-12-27,2023-01-24,0.04499999999999999,0.06,0.005,257992.32412999976,269578.7095949998,0.04490980692573543,4,25.0
84,2021-01-25,2023-01-24,2023-01-25,2023-02-24,0.04499999999999999,0.06,0.005,269578.7095949998,254183.40309999985,-0.05710876247656571,4,25.0
85,2021-02-25,2023-02-24,2023-02-27,2023-03-24,0.04499999999999999,0.06,0.02,254183.40309999985,252536.4948499998,-0.0064792123715179395,4,25.0
86,2021-03-25,2023-03-24,2023-03-27,2023-04-24,0.03,0.06,0.005,252536.4948499998,257849.02136499976,0.021036668455208574,3,33.333333333333336
87,2021-04-26,2023-04-24,2023-04-25,2023-05-24,0.03,0.06,0.005,257849.02136499976,256590.2738299998,-0.004881723143009942,4,50.0
88,2021-05-25,2023-05-24,2023-05-25,2023-06-23,0.03,0.06,0.005,256590.2738299998,261974.8875049997,0.020985260254125615,5,40.0
89,2021-06-25,2023-06-23,2023-06-26,2023-07-24,0.04499999999999999,0.07,0.015,261974.8875049997,293963.66135499976,0.12210626046891448,6,66.66666666666667
90,2021-07-26,2023-07-24,2023-07-25,2023-08-24,0.04499999999999999,0.07,0.015,293963.66135499976,283692.74998499977,-0.03493939122494638,5,40.0
91,2021-08-25,2023-08-24,2023-08-25,2023-09-22,0.04499999999999999,0.07,0.015,283692.74998499977,288877.38012499973,0.018275511588766724,4,25.0
92,2021-09-27,2023-09-22,2023-09-25,2023-10-24,0.04499999999999999,0.07,0.015,288877.38012499973,291196.63599499984,0.008028513236296053,6,33.333333333333336
93,2021-10-25,2023-10-24,2023-10-25,2023-11-24,0.04499999999999999,0.07,0.015,291196.63599499984,320882.8140149999,0.10194547034708812,5,60.0
94,2021-11-25,2023-11-24,2023-11-27,2023-12-22,0.04499999999999999,0.07,0.02,320882.8140149999,369760.4362350001,0.15232234350112428,5,100.0
95,2021-12-27,2023-12-22,2023-12-27,2024-01-24,0.04499999999999999,0.07,0.02,369760.4362350001,404355.2437300003,0.09356005701219372,4,75.0
96,2022-01-25,2024-01-24,2024-01-25,2024-02-23,0.04499999999999999,0.07,0.02,404355.2437300003,397173.23225500016,-0.01776163803082953,4,25.0
97,2022-02-25,2024-02-23,2024-02-26,2024-03-22,0.04499999999999999,0.07,0.02,397173.23225500016,393014.30470000015,-0.010471318853456424,5,20.0
98,2022-03-25,2024-03-22,2024-03-25,2024-04-24,0.04499999999999999,0.07,0.02,393014.30470000015,342954.75160500023,-0.12737336146889588,4,25.0
99,2022-04-25,2024-04-24,2024-04-25,2024-05-24,0.04499999999999999,0.07,0.02,342954.75160500023,378324.11129000015,0.10313127174787406,6,50.0
100,2022-05-25,2024-05-24,2024-05-27,2024-06-24,0.04499999999999999,0.07,0.02,378324.11129000015,372011.9257850002,-0.01668459745660089,4,50.0
101,2022-06-27,2024-06-24,2024-06-25,2024-07-24,0.04499999999999999,0.07,0.01,372011.9257850002,389143.5871400002,0.04605137676392945,5,40.0
102,2022-07-25,2024-07-24,2024-07-25,2024-08-23,0.04499999999999999,0.06,0.01,389143.5871400002,564056.4596650002,0.4494815751957195,6,100.0
103,2022-08-25,2024-08-23,2024-08-26,2024-09-24,0.04499999999999999,0.06,0.01,564056.4596650002,606357.365505,0.07499409875586349,6,33.333333333333336
104,2022-09-26,2024-09-24,2024-09-25,2024-10-24,0.04499999999999999,0.06,0.01,606357.365505,609832.894125,0.005731815621808245,4,25.0
105,2022-10-25,2024-10-24,2024-10-25,2024-11-22,0.04499999999999999,0.065,0.01,609832.894125,583402.69332,-0.04334007079582447,4,0.0
106,2022-11-25,2024-11-22,2024-11-25,2024-12-23,0.04499999999999999,0.08000000000000002,0.01,583402.69332,593108.85256,0.016637151921196525,5,60.0
107,2022-12-27,2024-12-23,2024-12-27,2025-01-24,0.04499999999999999,0.08000000000000002,0.01,593108.85256,618543.4179200002,0.04288346945121191,4,25.0
108,2023-01-25,2025-01-24,2025-01-27,2025-02-24,0.04499999999999999,0.08000000000000002,0.01,618543.4179200002,623692.4729299999,0.008324484362495888,5,20.0
109,2023-02-27,2025-02-24,2025-02-25,2025-03-24,0.04499999999999999,0.08000000000000002,0.01,623692.4729299999,474418.72437999997,-0.23933870461629525,3,0.0
110,2023-03-27,2025-03-24,2025-03-25,2025-04-24,0.04499999999999999,0.08000000000000002,0.01,474418.72437999997,474290.1312800002,-2.710540149269969E-4,5,60.0
111,2023-04-25,2025-04-24,2025-04-25,2025-05-23,0.04499999999999999,0.065,0.01,474290.1312800002,502450.17190000013,0.05937302668306099,4,50.0
112,2023-05-25,2025-05-23,2025-05-26,2025-06-24,0.04499999999999999,0.065,0.01,502450.17190000013,593295.1691850001,0.18080399284464832,6,50.0
113,2023-06-26,2025-06-24,2025-06-25,2025-07-24,0.039999999999999994,0.065,0.01,593295.1691850001,604935.5640349999,0.019619904989265358,5,40.0
114,2023-07-25,2025-07-24,2025-07-25,2025-08-22,0.039999999999999994,0.065,0.01,604935.5640349999,655233.8014249998,0.0831464380346627,4,50.0
115,2023-08-25,2025-08-22,2025-08-25,2025-09-24,0.039999999999999994,0.065,0.01,655233.8014249998,653642.2653849997,-0.0024289590014112683,5,20.0
116,2023-09-25,2025-09-24,2025-09-25,2025-10-24,0.039999999999999994,0.065,0.005,653642.2653849997,627860.5501049999,-0.03944315820032562,4,0.0
117,2023-10-25,2025-10-24,2025-10-27,2025-11-24,0.039999999999999994,0.065,0.02,627860.5501049999,559419.5484150001,-0.10900669213658054,5,20.0
118,2023-11-27,2025-11-24,2025-11-25,2025-12-23,0.039999999999999994,0.065,0.02,559419.5484150001,559093.286485,-5.832151038061006E-4,4,50.0
119,2023-12-27,2025-12-23,2025-12-29,2026-01-23,0.039999999999999994,0.065,0.02,559093.286485,590358.8859100003,0.055921972559473954,4,50.0
120,2024-01-25,2026-01-23,2026-01-26,2026-02-24,0.039999999999999994,0.065,0.02,590358.8859100003,640181.4215450003,0.08439364058728738,6,50.0
121,2024-02-26,2026-02-24,2026-02-25,2026-03-24,0.039999999999999994,0.065,0.02,640181.4215450003,805764.927825,0.25865090848838435,5,80.0
122,2024-03-25,2026-03-24,2026-03-25,2026-04-24,0.039999999999999994,0.065,0.02,805764.927825,1071121.004575,0.3293219493510038,6,83.33333333333333
123,2024-04-25,2026-04-24,2026-04-27,2026-05-22,0.039999999999999994,0.065,0.02,1071121.004575,1114116.8379749998,0.04014096746899276,5,40.0
124,2024-05-27,2026-05-22,2026-05-25,2026-06-24,0.039999999999999994,0.065,0.02,1114116.8379749998,1005913.2227749997,-0.09712052767882873,5,20.0
125,2024-06-25,2026-06-24,2026-06-25,2026-07-24,0.039999999999999994,0.065,0.02,1005913.2227749997,974897.6976049993,-0.030833201580190206,5,20.0
