entryDate;exitDate;entryPrice;exitPrice;quantity;profit%;closeReason;buyType
2014-03-03;2014-03-04;5.98;6.23;1671;4,18;OTP TUESDAY;LUNES
2014-03-04;2014-03-07;6.27;6.09;1659;-2,87;WEEKLY_CLOSE;NO_LUNES
2014-03-10;2014-03-14;6.13;5.86;1646;-4,40;WEEKLY_CLOSE;LUNES
2014-03-17;2014-03-19;5.87;6.14;1642;4,60;OTP WEDNESDAY;LUNES
2014-03-19;2014-03-21;6.10;6.06;1651;-0,66;WEEKLY_CLOSE;NO_LUNES
2014-03-24;2014-03-25;5.92;5.80;1688;-2,03;SLL TUESDAY;LUNES
2014-03-31;2014-04-02;5.60;5.96;1747;6,43;OTP WEDNESDAY;LUNES
2014-04-02;2014-04-03;5.97;5.85;1742;-2,01;SLL THURSDAY;NO_LUNES
2014-04-07;2014-04-08;5.33;5.22;1910;-2,06;SLL TUESDAY;LUNES
2014-04-14;2014-04-16;5.01;5.21;1988;3,99;OTP WEDNESDAY;LUNES
2014-04-16;2014-04-17;5.16;5.29;2005;2,52;WEEKLY_CLOSE;NO_LUNES
2014-04-28;2014-04-30;5.32;5.41;1992;1,69;WEEKLY_CLOSE;LUNES
2014-05-05;2014-05-09;5.50;5.27;1958;-4,18;WEEKLY_CLOSE;LUNES
2014-05-12;2014-05-15;5.57;5.45;1850;-2,15;SLL THURSDAY;LUNES
2014-05-19;2014-05-22;5.54;5.80;1818;4,69;OTP THURSDAY;LUNES
2014-05-22;2014-05-23;5.91;5.95;1783;0,68;WEEKLY_CLOSE;NO_LUNES
2014-05-26;2014-05-30;6.07;6.33;1746;4,28;OTP FRIDAY;LUNES
2014-05-30;2014-06-06;6.32;6.60;1747;4,43;WEEKLY_CLOSE;NO_LUNES
2014-06-09;2014-06-11;6.59;6.45;1748;-2,12;SLL WEDNESDAY;LUNES
2014-06-16;2014-06-20;6.51;6.67;1730;2,46;WEEKLY_CLOSE;LUNES
2014-06-23;2014-06-27;6.69;6.80;1723;1,64;WEEKLY_CLOSE;LUNES
2014-06-30;2014-07-03;6.88;7.16;1701;4,07;OTP THURSDAY;LUNES
2014-07-03;2014-07-04;7.25;7.30;1678;0,69;WEEKLY_CLOSE;NO_LUNES
2014-07-07;2014-07-11;7.27;7.12;1684;-2,06;SLL FRIDAY;LUNES
2014-07-14;2014-07-18;7.37;7.31;1625;-0,81;WEEKLY_CLOSE;LUNES
2014-07-21;2014-07-24;7.31;7.73;1623;5,75;OTP THURSDAY;LUNES
2014-07-24;2014-07-25;7.74;7.51;1619;-2,97;WEEKLY_CLOSE;NO_LUNES
2014-07-28;2014-07-30;7.57;7.89;1605;4,23;OTP WEDNESDAY;LUNES
2014-08-04;2014-08-08;7.23;7.08;1750;-2,07;WEEKLY_CLOSE;LUNES
2014-08-11;2014-08-14;7.27;7.58;1702;4,26;OTP THURSDAY;LUNES
2014-08-14;2014-08-19;7.64;8.01;1687;4,84;OTP TUESDAY;NO_LUNES
2014-08-19;2014-08-22;8.08;8.26;1671;2,23;WEEKLY_CLOSE;NO_LUNES
2014-08-25;2014-08-29;8.43;8.48;1636;0,59;WEEKLY_CLOSE;LUNES
2014-09-01;2014-09-02;8.65;8.47;1602;-2,08;SLL TUESDAY;LUNES
2014-09-08;2014-09-12;8.73;8.60;1553;-1,49;WEEKLY_CLOSE;LUNES
2014-09-15;2014-09-19;8.53;8.90;1564;4,34;OTP FRIDAY;LUNES
2014-09-19;2014-09-25;8.88;8.70;1566;-2,03;SLL THURSDAY;NO_LUNES
2014-09-29;2014-10-03;8.50;8.51;1601;0,12;WEEKLY_CLOSE;LUNES
2014-10-06;2014-10-10;8.58;7.75;1586;-9,67;WEEKLY_CLOSE;LUNES
2014-10-13;2014-10-17;7.33;7.19;1676;-1,91;WEEKLY_CLOSE;LUNES
2014-10-20;2014-10-22;7.20;8.00;1672;11,11;OTP WEDNESDAY;LUNES
2014-10-22;2014-10-24;8.10;8.33;1649;2,84;WEEKLY_CLOSE;NO_LUNES
2014-10-27;2014-10-31;8.42;9.15;1630;8,67;OTP FRIDAY;LUNES
