entryDate;exitDate;entryPrice;exitPrice;quantity;profit%;closeReason;buyType
2010-01-04;2010-01-06;46.10;45.93;216;-0,37;SLL WEDNESDAY;LUNES
2010-01-11;2010-01-15;46.38;46.21;214;-0,37;SLL FRIDAY;LUNES
2010-01-25;2010-01-26;44.18;44.02;224;-0,36;SLL TUESDAY;LUNES
2010-02-01;2010-02-04;42.71;42.56;230;-0,35;SLL THURSDAY;LUNES
2010-02-08;2010-02-09;42.72;42.57;229;-0,35;SLL TUESDAY;LUNES
2010-02-22;2010-02-26;44.80;44.55;218;-0,56;WEEKLY_CLOSE;LUNES
2010-03-01;2010-03-05;44.74;46.22;216;3,31;WEEKLY_CLOSE;LUNES
2010-03-08;2010-03-12;46.24;47.14;216;1,95;WEEKLY_CLOSE;LUNES
2010-03-15;2010-03-19;47.04;47.27;216;0,49;WEEKLY_CLOSE;LUNES
2010-03-22;2010-03-26;47.09;47.78;217;1,47;WEEKLY_CLOSE;LUNES
2010-03-29;2010-03-30;48.01;47.84;216;-0,35;SLL TUESDAY;LUNES
2010-04-05;2010-04-09;48.04;48.80;215;1,58;WEEKLY_CLOSE;LUNES
2010-04-12;2010-04-13;48.82;48.64;214;-0,37;SLL TUESDAY;LUNES
2010-04-19;2010-04-23;49.13;50.28;212;2,34;WEEKLY_CLOSE;LUNES
2010-04-26;2010-04-30;50.29;49.01;212;-2,55;WEEKLY_CLOSE;LUNES
2010-05-03;2010-05-04;49.20;49.02;211;-0,37;SLL TUESDAY;LUNES
2010-05-10;2010-05-11;47.20;47.03;218;-0,36;SLL TUESDAY;LUNES
2010-05-17;2010-05-18;46.82;46.65;219;-0,36;SLL TUESDAY;LUNES
2010-05-24;2010-05-26;44.60;44.44;229;-0,36;SLL WEDNESDAY;LUNES
2010-06-07;2010-06-11;45.13;45.29;225;0,35;WEEKLY_CLOSE;LUNES
2010-06-14;2010-06-18;45.70;46.78;223;2,36;WEEKLY_CLOSE;LUNES
