entryDate;exitDate;entryPrice;exitPrice;quantity;profit%;closeReason;buyType
2013-10-21;2013-10-22;1.06;1.05;9429;-0,94;SLL TUESDAY;LUNES
2013-10-28;2013-10-29;1.08;1.07;9158;-0,93;SLL TUESDAY;LUNES
2013-11-04;2013-11-06;1.09;1.08;8981;-0,92;SLL WEDNESDAY;LUNES
2013-11-11;2013-11-15;1.06;1.12;9141;5,66;WEEKLY_CLOSE;LUNES
2013-11-18;2013-11-22;1.12;1.12;9132;0,00;WEEKLY_CLOSE;LUNES
2013-11-25;2013-11-26;1.13;1.12;9042;-0,88;SLL TUESDAY;LUNES
2013-12-02;2013-12-06;1.19;1.18;8502;-0,84;SLL FRIDAY;LUNES
2013-12-09;2013-12-11;1.21;1.20;8282;-0,83;SLL WEDNESDAY;LUNES
2013-12-16;2013-12-17;1.17;1.16;8486;-0,85;SLL TUESDAY;LUNES
2013-12-23;2013-12-24;1.26;1.27;7805;0,79;WEEKLY_CLOSE;LUNES
2013-12-30;2013-12-31;1.27;1.29;7797;1,57;WEEKLY_CLOSE;LUNES
2014-01-06;2014-01-07;1.24;1.23;8103;-0,81;SLL TUESDAY;LUNES
2014-01-13;2014-01-17;1.26;1.28;7903;1,59;WEEKLY_CLOSE;LUNES
2014-01-27;2014-01-31;1.23;1.21;8216;-1,63;WEEKLY_CLOSE;LUNES
2014-02-03;2014-02-07;1.20;1.25;8276;4,17;WEEKLY_CLOSE;LUNES
2014-02-10;2014-02-12;1.25;1.32;8268;5,60;OTP WEDNESDAY;LUNES
2014-02-24;2014-02-26;1.37;1.36;7958;-0,73;SLL WEDNESDAY;LUNES
2014-03-03;2014-03-05;1.36;1.43;7950;5,15;OTP WEDNESDAY;LUNES
2014-03-10;2014-03-11;1.40;1.39;8112;-0,71;SLL TUESDAY;LUNES
2014-03-17;2014-03-21;1.35;1.42;8344;5,19;OTP FRIDAY;LUNES
2014-03-24;2014-03-28;1.36;1.26;8704;-7,35;WEEKLY_CLOSE;LUNES
2014-03-31;2014-04-02;1.28;1.37;8559;7,03;OTP WEDNESDAY;LUNES
2014-04-07;2014-04-10;1.20;1.28;9762;6,67;OTP THURSDAY;LUNES
2014-04-14;2014-04-15;1.15;1.14;10854;-0,87;SLL TUESDAY;LUNES
2014-04-21;2014-04-24;1.21;1.29;10216;6,61;OTP THURSDAY;LUNES
2014-04-28;2014-04-29;1.22;1.21;10792;-0,82;SLL TUESDAY;LUNES
2014-05-05;2014-05-06;1.24;1.23;10520;-0,81;SLL TUESDAY;LUNES
2014-05-12;2014-05-15;1.25;1.24;10341;-0,80;SLL THURSDAY;LUNES
2014-05-19;2014-05-22;1.25;1.32;10248;5,60;OTP THURSDAY;LUNES
2014-06-02;2014-06-05;1.43;1.42;9451;-0,70;SLL THURSDAY;LUNES
2014-06-09;2014-06-13;1.50;1.47;8938;-2,00;WEEKLY_CLOSE;LUNES
2014-06-16;2014-06-18;1.46;1.45;8990;-0,68;SLL WEDNESDAY;LUNES
2014-06-23;2014-06-24;1.50;1.49;8681;-0,67;SLL TUESDAY;LUNES
