entryDate;exitDate;entryPrice;exitPrice;quantity;profit%;closeReason;buyType
2014-03-03;2014-03-05;5.98;6.32;1671;5,69;OTP WEDNESDAY;LUNES
2014-03-10;2014-03-14;6.13;5.86;1721;-4,40;WEEKLY_CLOSE;LUNES
2014-03-17;2014-03-19;5.87;6.14;1716;4,60;OTP WEDNESDAY;LUNES
2014-03-24;2014-03-28;5.92;5.65;1778;-4,56;WEEKLY_CLOSE;LUNES
2014-03-31;2014-04-02;5.60;5.96;1792;6,43;OTP WEDNESDAY;LUNES
2014-04-07;2014-04-10;5.33;5.61;2002;5,25;OTP THURSDAY;LUNES
2014-04-14;2014-04-17;5.01;5.29;2240;5,59;WEEKLY_CLOSE;LUNES
2014-04-28;2014-04-30;5.32;5.41;2225;1,69;WEEKLY_CLOSE;LUNES
2014-05-05;2014-05-09;5.50;5.27;2186;-4,18;WEEKLY_CLOSE;LUNES
2014-05-12;2014-05-15;5.57;5.53;2067;-0,72;SLL THURSDAY;LUNES
2014-05-19;2014-05-22;5.54;5.80;2061;4,69;OTP THURSDAY;LUNES
2014-05-26;2014-05-30;6.07;6.32;1967;4,12;WEEKLY_CLOSE;LUNES
2014-06-02;2014-06-06;6.23;6.52;1994;4,65;OTP FRIDAY;LUNES
2014-06-09;2014-06-11;6.59;6.55;1970;-0,61;SLL WEDNESDAY;LUNES
2014-06-16;2014-06-20;6.51;6.67;1980;2,46;WEEKLY_CLOSE;LUNES
2014-06-23;2014-06-27;6.69;6.80;1973;1,64;WEEKLY_CLOSE;LUNES
2014-06-30;2014-07-04;6.88;7.29;1948;5,96;OTP FRIDAY;LUNES
2014-07-07;2014-07-11;7.27;7.13;1951;-1,93;WEEKLY_CLOSE;LUNES
2014-07-14;2014-07-18;7.37;7.31;1886;-0,81;WEEKLY_CLOSE;LUNES
2014-07-21;2014-07-24;7.31;7.73;1884;5,75;OTP THURSDAY;LUNES
2014-07-28;2014-07-31;7.57;7.52;1922;-0,66;SLL THURSDAY;LUNES
2014-08-04;2014-08-05;7.23;7.18;1997;-0,69;SLL TUESDAY;LUNES
2014-08-11;2014-08-14;7.27;7.64;1970;5,09;WEEKLY_CLOSE;LUNES
2014-08-18;2014-08-22;7.87;8.26;1911;4,96;OTP FRIDAY;LUNES
